STRUCTURE,STRUCTURE_ID,ACTION,LEI,LEGAL_NAME,COUNTRY_INCORPORATION,COUNTRY_HEADQUARTERS,CATEGORY,SUBCATEGORY,LEGAL_FORM,POSTAL_CODE
datastructure,MD:LEI_DATA(1.0),I,159538ERK4JMJEGHIS64,SKG Invest ApS,DK,DK,GENERAL,,H8VP,4683
datastructure,MD:LEI_DATA(1.0),I,159538QJU1CG5NJAQ958,Nordemalj AB,SE,SE,GENERAL,,XJHM,256 56
datastructure,MD:LEI_DATA(1.0),I,159539K89GJ2B9599O41,THOMAS WATSON LTD,GB,GB,GENERAL,,H0PO,SR1 1NF
datastructure,MD:LEI_DATA(1.0),I,159539OQO32GF1G3V821,SPYDEBERG FOTO OG DATA ARULKUMAR,NO,NO,SOLE_PROPRIETOR,,EXD7,1820
datastructure,MD:LEI_DATA(1.0),I,15953A9ENDUUIVRORN12,PEBJB HOLDING A/S,DK,DK,GENERAL,,ZRPO,1069
datastructure,MD:LEI_DATA(1.0),I,15953AN6QKV8449KEJ88,ARYTMI AS,NO,NO,GENERAL,,YI42,0383
datastructure,MD:LEI_DATA(1.0),I,15953B1XTTP2GNV15K42,HALLUND MASKINUDLEJNING ApS,DK,DK,GENERAL,,H8VP,9700
datastructure,MD:LEI_DATA(1.0),I,15953B8QMXR4FLX13854,DAN STOCK ApS,DK,DK,GENERAL,,H8VP,7500
datastructure,MD:LEI_DATA(1.0),I,15953BEBIXB1Q1QC2I12,FJELLDRÅPA AS,NO,NO,GENERAL,,YI42,6214
datastructure,MD:LEI_DATA(1.0),I,15953BM6VPXULOOLDK47,NORWAY STEEL SOLUTIONS AS,NO,NO,GENERAL,,YI42,3725
datastructure,MD:LEI_DATA(1.0),I,15953C5A6CN8BSE6QM63,EPO HOLDING SKANDERBORG ApS,DK,DK,GENERAL,,H8VP,8660
datastructure,MD:LEI_DATA(1.0),I,15953C68D3Y3XKVLFK56,HTS Ejendomme ApS,DK,DK,GENERAL,,H8VP,8700
datastructure,MD:LEI_DATA(1.0),I,15953CFD3HDQOEQJ7861,Klimatsmart Sverige AB,SE,SE,GENERAL,,XJHM,703 54
datastructure,MD:LEI_DATA(1.0),I,15953DUPCYG35XYATC58,B-Nilram Invest AB,SE,SE,GENERAL,,XJHM,135 55
datastructure,MD:LEI_DATA(1.0),I,15953DWWFOYYFB9VLU65,PLANTNINGSSELSKABET LEGIND BJERGE ApS,DK,DK,GENERAL,,H8VP,7900
datastructure,MD:LEI_DATA(1.0),I,15953E9FWOVJTU595039,ANPARTSSELSKABET AF 2. JUNI 2010,DK,DK,GENERAL,,H8VP,2680
datastructure,MD:LEI_DATA(1.0),I,15953EB4WEQF8PAXYN23,Vipto ApS,DK,DK,GENERAL,,H8VP,4671
datastructure,MD:LEI_DATA(1.0),I,15953EDFM1S7IE47WV78,Mean Machine AB,SE,SE,GENERAL,,XJHM,141 36
datastructure,MD:LEI_DATA(1.0),I,15953ERA6N043D3RQD98,Bastian Holding ApS,DK,DK,GENERAL,,H8VP,2100
datastructure,MD:LEI_DATA(1.0),I,15953F1BDX6RQTUXPU33,KRU 794 HOLDING AS,NO,NO,GENERAL,,YI42,0495
datastructure,MD:LEI_DATA(1.0),I,15953F2FB9PNI938XN43,VIKING 1914 A/S,DK,DK,GENERAL,,ZRPO,9330
datastructure,MD:LEI_DATA(1.0),I,15953F9KOND63LDR5K10,Rye Holding ApS,DK,DK,GENERAL,,H8VP,2660
datastructure,MD:LEI_DATA(1.0),I,15953FGC7DW1LYOBMR18,M&M Sales AB,SE,SE,GENERAL,,XJHM,281 46
datastructure,MD:LEI_DATA(1.0),I,15953G98DE2EKKG34S26,Nicolaj Bach Holding ApS,DK,DK,GENERAL,,H8VP,5700
datastructure,MD:LEI_DATA(1.0),I,15953H0V2B17RA7XSB26,K Lagrelius Holding ApS,DK,DK,GENERAL,,H8VP,1800
datastructure,MD:LEI_DATA(1.0),I,15953H2QGSLS4E1YL945,PHJH HOLDING ApS,DK,DK,GENERAL,,H8VP,8300
datastructure,MD:LEI_DATA(1.0),I,15953H80MATXFJMH1V36,EVANS CONSULT HOLDING AS,NO,NO,GENERAL,,YI42,1368
datastructure,MD:LEI_DATA(1.0),I,15953HIF5CQ6RXHMG595,J. WULFF A/S,DK,DK,GENERAL,,ZRPO,4300
datastructure,MD:LEI_DATA(1.0),I,15953HOTVXAH63Q7P243,Hovedstadens Svømmeklub,DK,DK,GENERAL,,40R4,2000
datastructure,MD:LEI_DATA(1.0),I,15953I9P6BBNLVA44J11,JAK Gjellerup ApS,DK,DK,GENERAL,,H8VP,7400
datastructure,MD:LEI_DATA(1.0),I,15953IHS8H0IUIAM7N37,SIFR KAPITAL AS,NO,NO,GENERAL,,YI42,7010
datastructure,MD:LEI_DATA(1.0),I,15953IJKJOTO115IV893,Nebert GmbH,DE,DE,GENERAL,,2HBR,55743
datastructure,MD:LEI_DATA(1.0),I,15953JM1SRC96IQBN998,PKN 445 HOLDING AS,NO,NO,GENERAL,,YI42,1341
datastructure,MD:LEI_DATA(1.0),I,15953JMD69DRTP646B63,DonClemente Invest AB,SE,SE,GENERAL,,XJHM,113 59
datastructure,MD:LEI_DATA(1.0),I,15953JOSYLOC17N2NH96,DJ Familienstiftung,DE,DE,GENERAL,,V2YH,55116
datastructure,MD:LEI_DATA(1.0),I,15953L7VBU52TU7EBL97,"EJENDOMMEN LIVØVEJ 14, VIBORG A/S",DK,DK,GENERAL,,ZRPO,8800
datastructure,MD:LEI_DATA(1.0),I,15953LULIEWJ9UVQAB83,Davydov Holding GmbH,DE,DE,GENERAL,,2HBR,64832
datastructure,MD:LEI_DATA(1.0),I,15953M50CVXIQG3G9O50,BULGARIA PROPERTY FUND AS,NO,NO,GENERAL,,YI42,0378
datastructure,MD:LEI_DATA(1.0),I,15953M8HQUW4RN95WS12,Peter Ortmann Nielsen ApS,DK,DK,GENERAL,,H8VP,2920
datastructure,MD:LEI_DATA(1.0),I,15953MFHHQUWU7HSJE19,HVELPLUND HOLDING ApS,DK,DK,GENERAL,,H8VP,8000
datastructure,MD:LEI_DATA(1.0),I,15953NB2DCTW34DV6J83,EBEKK HOLDING AS,NO,NO,GENERAL,,YI42,4316
datastructure,MD:LEI_DATA(1.0),I,15953O9LO12M7W5YBV91,DELPHI EIENDOM AS,NO,NO,GENERAL,,YI42,1358
datastructure,MD:LEI_DATA(1.0),I,15953OBFGN9YW48AOR32,DIN INVESTMENT AS,NO,NO,GENERAL,,YI42,2321
datastructure,MD:LEI_DATA(1.0),I,15953OIFLLX8HLAMFA21,NB BETON ApS,DK,DK,GENERAL,,H8VP,8464
datastructure,MD:LEI_DATA(1.0),I,15953P4QQAWMAER2T668,NORGES BLINDEFORBUND MØRE OG ROMSDAL,NO,NO,GENERAL,,FSBD,6007
datastructure,MD:LEI_DATA(1.0),I,15953PB1QID83GFQUD80,BB HOLDING ApS,DK,DK,GENERAL,,H8VP,8270
datastructure,MD:LEI_DATA(1.0),I,15953PK21NE33HL21I80,TSEV Invest ApS,DK,DK,GENERAL,,H8VP,9530
datastructure,MD:LEI_DATA(1.0),I,15953Q5LEW81I8E7PP23,LAVOLD MEK AS,NO,NO,GENERAL,,YI42,4406
datastructure,MD:LEI_DATA(1.0),I,15953QBWL2EN5PAEB234,DDDT ApS,DK,DK,GENERAL,,H8VP,1260
datastructure,MD:LEI_DATA(1.0),I,15953QG3ENIRA5GYWH46,AD-MA HOLDING AS,NO,NO,GENERAL,,YI42,6963
datastructure,MD:LEI_DATA(1.0),I,15953QK6YC1VVIJEDW92,ASM Invest Kolding ApS,DK,DK,GENERAL,,H8VP,6000
datastructure,MD:LEI_DATA(1.0),I,15953QKW4ETNUPVEX126,TANDLÆGESELSKABET SØREN STRABO ApS,DK,DK,GENERAL,,H8VP,8930
datastructure,MD:LEI_DATA(1.0),I,15953QTJ9BXDUC3R2R84,KJM Future Holding ApS,DK,DK,GENERAL,,H8VP,7120
datastructure,MD:LEI_DATA(1.0),I,15953R24383U1W7JDS98,MM KAPITAL AS,NO,NO,GENERAL,,YI42,5265
datastructure,MD:LEI_DATA(1.0),I,15953R3KPV1S8VEBAX61,LACH ApS,DK,DK,GENERAL,,H8VP,2840
datastructure,MD:LEI_DATA(1.0),I,15953RDIUP2RH8VD4B66,UNI CAPITAL AS,NO,NO,GENERAL,,YI42,0194
datastructure,MD:LEI_DATA(1.0),I,15953RO2MYYJT6X0SG36,NIWO ApS,DK,DK,GENERAL,,H8VP,4390
datastructure,MD:LEI_DATA(1.0),I,15953SK7MVI5M2IX1A41,HETLEVIK AS,NO,NO,GENERAL,,YI42,5244
datastructure,MD:LEI_DATA(1.0),I,15953SO2CR4R0B62IQ89,Køge Regnskab og Rådgivning ApS,DK,DK,GENERAL,,H8VP,4600
datastructure,MD:LEI_DATA(1.0),I,15953TGWMP09H4Q7JP13,Ta Yay ApS,DK,DK,GENERAL,,H8VP,3720
datastructure,MD:LEI_DATA(1.0),I,15953TU014QS90VNO825,R.S.C. Holding ApS,DK,DK,GENERAL,,H8VP,9370
datastructure,MD:LEI_DATA(1.0),I,15953UN0JVBIRO7QG959,VaVi Invest ApS,DK,DK,GENERAL,,H8VP,7330
datastructure,MD:LEI_DATA(1.0),I,15953V03IVQDOT1MO948,TI 247 HOLDING AS,NO,NO,GENERAL,,YI42,1352
datastructure,MD:LEI_DATA(1.0),I,15953VEIQ8CQUCLO4S21,OPERATORS HOLDING ApS,DK,DK,GENERAL,,H8VP,4100
datastructure,MD:LEI_DATA(1.0),I,15953W0E8FHW97FTOH44,JEJ 4359 ApS,DK,DK,GENERAL,,H8VP,2300
datastructure,MD:LEI_DATA(1.0),I,15953W1J4WGY1H6BN549,BJK Investment AB,SE,SE,GENERAL,,XJHM,514 93
datastructure,MD:LEI_DATA(1.0),I,15953WIRCDAUSJ9F5F75,BEDLAND INVEST AS,NO,NO,GENERAL,,YI42,4330
datastructure,MD:LEI_DATA(1.0),I,15953XJES8M8C4ENOS40,Sølystvej 46 Holding ApS,DK,DK,GENERAL,,H8VP,8600
datastructure,MD:LEI_DATA(1.0),I,15953XN6DJGH58QI0F22,P Invest ApS,DK,DK,GENERAL,,H8VP,6400
datastructure,MD:LEI_DATA(1.0),I,15953XQPYTBAH1AOVU68,Gustavsson o Svahn skogsavverkningssystem AB,SE,SE,GENERAL,,XJHM,681 91
datastructure,MD:LEI_DATA(1.0),I,15953Y9D1DR93BXG1Y35,Dansk Rumskrot ApS,DK,DK,GENERAL,,H8VP,7183
datastructure,MD:LEI_DATA(1.0),I,15953YL42BY2C0FMQK87,PLAY FOR LIFE ApS,DK,DK,GENERAL,,H8VP,2400
datastructure,MD:LEI_DATA(1.0),I,1595404ENIDX6FELCU20,Ditz Innenausbau GmbH,DE,DE,GENERAL,,2HBR,26810
datastructure,MD:LEI_DATA(1.0),I,159540F99DMGSPCJTE72,ANNE-LENE LANGØY HOLDING AS,NO,NO,GENERAL,,YI42,7055
datastructure,MD:LEI_DATA(1.0),I,159541ORP5JEJUWEQC40,STONE GRANGE ApS,DK,DK,GENERAL,,H8VP,3480
datastructure,MD:LEI_DATA(1.0),I,159542YTYOQMU8FWFC35,E/F Udsigten III,DK,DK,GENERAL,,D4PU,9400
datastructure,MD:LEI_DATA(1.0),I,1595436AENSQN6R5M089,"Wohnungseigentümergemeinschaft (WEG) Julienstrasse 1, 91735 Muhr a. See",DE,DE,GENERAL,,8888,91735
datastructure,MD:LEI_DATA(1.0),I,159543MSR8Q66VMTLM57,Elma Group AB,SE,SE,GENERAL,,XJHM,471 17
datastructure,MD:LEI_DATA(1.0),I,159543N15488LMMF5M31,Improovit AL AB,SE,SE,GENERAL,,XJHM,216 19
datastructure,MD:LEI_DATA(1.0),I,159543R31JTRGNFQAQ63,Hojdens Holding AB,SE,SE,GENERAL,,XJHM,652 21
datastructure,MD:LEI_DATA(1.0),I,159544H5DHHYWTQNDR15,START INVEST ApS,DK,DK,GENERAL,,H8VP,9000
datastructure,MD:LEI_DATA(1.0),I,159544HHJVNQ0NAJ2H60,Vogtlandmühlen GmbH Straßberg,DE,DE,GENERAL,,2HBR,08527
datastructure,MD:LEI_DATA(1.0),I,1595456NDDMUIVWMPD40,MILFORD A/S,DK,DK,GENERAL,,ZRPO,3500
datastructure,MD:LEI_DATA(1.0),I,159546E94PRRCXE3FW27,TM Shipping ApS,DK,DK,GENERAL,,H8VP,5700
datastructure,MD:LEI_DATA(1.0),I,159546KFTJBTBS528Q85,Mühlbrecht Technology Solutions GmbH,DE,DE,GENERAL,,2HBR,70599
datastructure,MD:LEI_DATA(1.0),I,159546LB4AAOOKH1P669,Skou Sørensen ApS,DK,DK,GENERAL,,H8VP,9500
datastructure,MD:LEI_DATA(1.0),I,159546XCDHK5EE33UB78,BASIV HOLDING AS,NO,NO,GENERAL,,YI42,7058
datastructure,MD:LEI_DATA(1.0),I,1595473A8P9UHBOOVI28,JMD 016 HOLDING AS,NO,NO,GENERAL,,YI42,2849
datastructure,MD:LEI_DATA(1.0),I,159547EDR9NCCI99FC26,IMPACT SIGNS & DESIGN LIMITED,GB,GB,GENERAL,,H0PO,WA14 5DG
datastructure,MD:LEI_DATA(1.0),I,159547Y3B36NY9UK5T44,"Grundejerforening Vestervangen, 4581 Rørvig",DK,DK,GENERAL,,D4PU,4581
datastructure,MD:LEI_DATA(1.0),I,1595487ETQ744KKVA311,ØVERGÅRDEN AS,NO,NO,GENERAL,,YI42,6490
datastructure,MD:LEI_DATA(1.0),I,1595488VMO107DP39630,EMMER HOLDING ApS,DK,DK,GENERAL,,H8VP,4700
datastructure,MD:LEI_DATA(1.0),I,159548LAFAOPOE14T017,MOGEN SERVICE AS,NO,NO,GENERAL,,YI42,4985
datastructure,MD:LEI_DATA(1.0),I,159549CJUSTBWLTC7291,"JV INVEST, SKRILLINGE ApS",DK,DK,GENERAL,,H8VP,5500
datastructure,MD:LEI_DATA(1.0),I,159549L7X4JK9GTJFV59,Bjelak Invest AB,SE,SE,GENERAL,,XJHM,116 44
datastructure,MD:LEI_DATA(1.0),I,15954AS8GYCNEYTAO955,SFO 849 HOLDING AS,NO,NO,GENERAL,,YI42,0375
datastructure,MD:LEI_DATA(1.0),I,15954B8K3KIR44PDBF39,HARVEST GEO AS,NO,NO,GENERAL,,YI42,3150
datastructure,MD:LEI_DATA(1.0),I,15954BL7WYEIOE2HWD57,Idrættens Venner,DK,DK,GENERAL,,D4PU,9520
datastructure,MD:LEI_DATA(1.0),I,15954C2DKSWNCR156T32,RYTGAARD HOLDING ApS,DK,DK,GENERAL,,H8VP,4652
datastructure,MD:LEI_DATA(1.0),I,15954C6ERSOYXDKH7S87,AHB Invest A/S,DK,DK,GENERAL,,ZRPO,3600
datastructure,MD:LEI_DATA(1.0),I,15954CLXSDJ1NC9QHJ91,Amplify ApS,DK,DK,GENERAL,,H8VP,8660
datastructure,MD:LEI_DATA(1.0),I,15954CSUGHDO05U00O14,MHJ Landinspektørselskab ApS,DK,DK,GENERAL,,H8VP,8783
datastructure,MD:LEI_DATA(1.0),I,15954CYFVW9L2YMVEF67,Kjellingbro Invest ApS,DK,DK,GENERAL,,H8VP,9340
datastructure,MD:LEI_DATA(1.0),I,15954D4SFWHV6JQPQY54,Eagle 87 AB,SE,SE,GENERAL,,XJHM,431 35
datastructure,MD:LEI_DATA(1.0),I,15954EGU9FODYY0IBS60,LOHO Holding ApS,DK,DK,GENERAL,,H8VP,2920
datastructure,MD:LEI_DATA(1.0),I,15954F1L3CEQIEC0FL58,FBI PRODUCTIONS ApS,DK,DK,GENERAL,,H8VP,2800
datastructure,MD:LEI_DATA(1.0),I,15954F23Y13SKQ16AY24,PETTERSEN GLOBAL INVEST AS,NO,NO,GENERAL,,YI42,0482
datastructure,MD:LEI_DATA(1.0),I,15954FMC9FV0RI8WSJ73,EHCO AB,SE,SE,GENERAL,,XJHM,589 33
datastructure,MD:LEI_DATA(1.0),I,15954G005WG4UNNUX870,HEIDI KROMANN HOLDING ApS,DK,DK,GENERAL,,H8VP,9990
datastructure,MD:LEI_DATA(1.0),I,15954GEJXVIUA7JA9S26,CDL konsulting AB,SE,SE,GENERAL,,XJHM,733 99
datastructure,MD:LEI_DATA(1.0),I,15954GNGGGRRH2PDLK85,Holdingselskabet MGR af 1/10 2021 ApS,DK,DK,GENERAL,,H8VP,9500
datastructure,MD:LEI_DATA(1.0),I,15954GYB2M3TSQJK0782,DV CONSULTING AS,NO,NO,GENERAL,,YI42,1274
datastructure,MD:LEI_DATA(1.0),I,15954HSB189HPFGUKJ16,YOUNAS RASK AS,NO,NO,GENERAL,,YI42,3041
datastructure,MD:LEI_DATA(1.0),I,15954I26QRIVL0NON417,J.E.I. INVEST ApS,DK,DK,GENERAL,,H8VP,7400
datastructure,MD:LEI_DATA(1.0),I,15954IV7UMDJ5ADL5A67,Christian Scharf Holding ApS,DK,DK,GENERAL,,H8VP,3400
datastructure,MD:LEI_DATA(1.0),I,15954J5EAELMJK2PVB15,KANGAROO MIDCO AS,NO,NO,GENERAL,,YI42,0160
datastructure,MD:LEI_DATA(1.0),I,15954JCOYC2QA7AY0O82,T.V.H. HOLDING ApS,DK,DK,GENERAL,,H8VP,7330
datastructure,MD:LEI_DATA(1.0),I,15954JFY8DC9BSCELI92,Antrick Hinz Christiansen Steuerberges mbH u Co KG,DE,DE,GENERAL,,8Z6G,25980
datastructure,MD:LEI_DATA(1.0),I,15954JW6DLDU04EWEU26,ASH 3K ApS,DK,DK,GENERAL,,H8VP,1721
datastructure,MD:LEI_DATA(1.0),I,15954K5JAM0WLRFU9G54,G. Eberhardt Holding ApS,DK,DK,GENERAL,,H8VP,2830
datastructure,MD:LEI_DATA(1.0),I,15954K60NNRAIVJ6BV78,STENPROSJEKT AS,NO,NO,GENERAL,,YI42,0754
datastructure,MD:LEI_DATA(1.0),I,15954KFK9POIX69MIE25,R. WESTBY INVEST AS,NO,NO,GENERAL,,YI42,1465
datastructure,MD:LEI_DATA(1.0),I,15954KJEFAC41QSL6S88,V.S. HOLDING AS,NO,NO,GENERAL,,YI42,3840
datastructure,MD:LEI_DATA(1.0),I,15954KRYAUMAA3TGHP57,FRISK INVEST AS,NO,NO,GENERAL,,YI42,1463
datastructure,MD:LEI_DATA(1.0),I,15954LE3WAAERH5B7T64,IMMOSPEX GmbH,DE,DE,GENERAL,,2HBR,79539
datastructure,MD:LEI_DATA(1.0),I,15954LGD71RUFVFQIX51,Tuvebo Fastigheter Furuhöjd 12 AB,SE,SE,GENERAL,,XJHM,441 30
datastructure,MD:LEI_DATA(1.0),I,15954LWLEFQ7RE56RG70,L Investment ApS,DK,DK,GENERAL,,H8VP,2100
datastructure,MD:LEI_DATA(1.0),I,15954M6PWYU14QEWLF42,Rebæk Invest Aps,DK,DK,GENERAL,,H8VP,6000
datastructure,MD:LEI_DATA(1.0),I,15954MJH69LCQLJOVT96,Grüne Sachwerte - Gesellschaft für ökologisches Investment mbH,DE,DE,GENERAL,,2HBR,28199
datastructure,MD:LEI_DATA(1.0),I,15954N6KMJMNOTTF2U32,Reel Energy ApS,DK,DK,GENERAL,,H8VP,1414
datastructure,MD:LEI_DATA(1.0),I,15954OVIBJUNB0SRLQ98,Hørby Bådelaug,DK,DK,GENERAL,,40R4,4300
datastructure,MD:LEI_DATA(1.0),I,15954P27VTGWNAB1CA52,KNUT HOLDING AS,NO,NO,GENERAL,,YI42,8020
datastructure,MD:LEI_DATA(1.0),I,15954PEHF5L1JACP0W77,II Cannoniere Consulting AB,SE,SE,GENERAL,,XJHM,120 67
datastructure,MD:LEI_DATA(1.0),I,15954PY6JC2MTEJM3J50,CIP MidCo 2 ApS,DK,DK,GENERAL,,H8VP,2150
datastructure,MD:LEI_DATA(1.0),I,15954Q9FJK1T58QUUY94,JØRSTAD INVEST AS,NO,NO,GENERAL,,YI42,0652
datastructure,MD:LEI_DATA(1.0),I,15954QPG2NUHW449U644,PlayaPhonk ApS,DK,DK,GENERAL,,H8VP,7100
datastructure,MD:LEI_DATA(1.0),I,15954RNQKC9MEPHBRJ11,CERBERUS INVESTMENTS (UK) LTD,GB,GB,GENERAL,,H0PO,N13 5HL
datastructure,MD:LEI_DATA(1.0),I,15954S3NEQLDFPWQNL23,HAUKBERGET HOLDING AS,NO,NO,GENERAL,,YI42,2217
datastructure,MD:LEI_DATA(1.0),I,15954S6PJBVQOAL4B638,SPEPO Holding ApS,DK,DK,GENERAL,,H8VP,2400
datastructure,MD:LEI_DATA(1.0),I,15954S8KNVC5HOCHSC43,UGLE FINANS ApS,DK,DK,GENERAL,,H8VP,3000
datastructure,MD:LEI_DATA(1.0),I,15954SW51TBBPFMNY059,KAJUMI HOLDING AS,NO,NO,GENERAL,,YI42,9900
datastructure,MD:LEI_DATA(1.0),I,15954T5KUE2DTYQWCG98,CDNIL 888 HOLDING AS,NO,NO,GENERAL,,YI42,6010
datastructure,MD:LEI_DATA(1.0),I,15954TA0TMLPH2ABI525,ANDERS BERNHARD PEDERSEN HOLDING ApS,DK,DK,GENERAL,,H8VP,9200
datastructure,MD:LEI_DATA(1.0),I,15954TOMJK8LE1Q75189,"MSW Gruppen, Nors ApS",DK,DK,GENERAL,,H8VP,7700
datastructure,MD:LEI_DATA(1.0),I,15954TY464QRELVQKL16,SA Holding Invest ApS,DK,DK,GENERAL,,H8VP,7000
datastructure,MD:LEI_DATA(1.0),I,15954U87VLSGQ2X9I049,Megatrend Invest A/S,DK,DK,GENERAL,,ZRPO,1200
datastructure,MD:LEI_DATA(1.0),I,15954UKUNTPB8KU8DL39,Averhoff1st ApS,DK,DK,GENERAL,,H8VP,7400
datastructure,MD:LEI_DATA(1.0),I,15954V26373XV53OH682,Ejerforeningen Julsøvænget,DK,DK,GENERAL,,D4PU,8240
datastructure,MD:LEI_DATA(1.0),I,15954VWH7CNN2RQVWM47,VIRTUELL INVEST AS,NO,NO,GENERAL,,YI42,7800
datastructure,MD:LEI_DATA(1.0),I,15954WD1385P0LQPQX24,STB ApS,DK,DK,GENERAL,,H8VP,5540
datastructure,MD:LEI_DATA(1.0),I,15954X06AKXTUUSCUV34,MNX Holding AB,SE,SE,GENERAL,,XJHM,114 43
datastructure,MD:LEI_DATA(1.0),I,15954X3I3UQLG0HJ2F55,Chambliss ApS,DK,DK,GENERAL,,H8VP,1402
datastructure,MD:LEI_DATA(1.0),I,15954X4MPUG5B9YVJ022,M.AB HOLDING AS,NO,NO,GENERAL,,YI42,4634
datastructure,MD:LEI_DATA(1.0),I,15954XPB2AFJTR8WWI81,RH PROSJEKTER AS,NO,NO,GENERAL,,YI42,4640
datastructure,MD:LEI_DATA(1.0),I,15954YIX19BKP0TY2712,ERLEND BAKKEN AS,NO,NO,GENERAL,,YI42,3724
datastructure,MD:LEI_DATA(1.0),I,159550E26N6JQ240L675,CEVI HOLDING ApS,DK,DK,GENERAL,,H8VP,6740
datastructure,MD:LEI_DATA(1.0),I,159551A2EG8V6QRNUY72,GMPVC Verwertungsgesellschaft mbH,DE,DE,GENERAL,,2HBR,10719
datastructure,MD:LEI_DATA(1.0),I,159551AE5LJP4Y0X1T29,LANGØE HOLDING ApS,DK,DK,GENERAL,,H8VP,5463
datastructure,MD:LEI_DATA(1.0),I,159551I5040DBXLI0U82,OHR HOLDING AS,NO,NO,GENERAL,,YI42,0281
datastructure,MD:LEI_DATA(1.0),I,159551S9WW5733O7WJ70,Cloud Capital A/S,DK,DK,GENERAL,,ZRPO,7100
datastructure,MD:LEI_DATA(1.0),I,159551XNV10XSBLBMQ70,KLKI Holding ApS,DK,DK,GENERAL,,H8VP,6710
datastructure,MD:LEI_DATA(1.0),I,15955283ASPQW0CFQB91,Lotte Mørch Holding ApS,DK,DK,GENERAL,,H8VP,2100
datastructure,MD:LEI_DATA(1.0),I,159553DDJI2XWRAA3444,Fonden til Fotografiets Fremme,DK,DK,GENERAL,,599X,9881
datastructure,MD:LEI_DATA(1.0),I,159553OS773AA896P562,FXAI AS,NO,NO,GENERAL,,YI42,7632
datastructure,MD:LEI_DATA(1.0),I,159554KIA43M0OWB1925,P.C.L. INVEST ApS,DK,DK,GENERAL,,H8VP,6400
datastructure,MD:LEI_DATA(1.0),I,159554LU2TN4QDJSQM23,Jonathan Posluk Invest AB,SE,SE,GENERAL,,XJHM,587 32
datastructure,MD:LEI_DATA(1.0),I,1595551OHTI6YLV94290,Schjerling Holding ApS,DK,DK,GENERAL,,H8VP,2800
datastructure,MD:LEI_DATA(1.0),I,15955573H8NI9FPRBA51,Ammi Omsorg AB,SE,SE,GENERAL,,XJHM,554 65
datastructure,MD:LEI_DATA(1.0),I,159555H93QRWRYSTDQ21,LC-Holding 2018 ApS,DK,DK,GENERAL,,H8VP,7400
datastructure,MD:LEI_DATA(1.0),I,1595562T0IHFQWGD0N72,BOHM INVEST AS,NO,NO,GENERAL,,YI42,4025
datastructure,MD:LEI_DATA(1.0),I,159556J7D7JY1SP93D84,BKIT ApS,DK,DK,GENERAL,,H8VP,2800
datastructure,MD:LEI_DATA(1.0),I,159557VI55REINM8DR43,Kramlund Förvaltning AB,SE,SE,GENERAL,,XJHM,296 35
datastructure,MD:LEI_DATA(1.0),I,159558AMFM99CRKAS859,Riverdale Holding AB,SE,SE,GENERAL,,XJHM,167 71
datastructure,MD:LEI_DATA(1.0),I,159558ID0HFVO6NYWP88,Subcellulär Diagnostik i Stockholm Aktiebolag,SE,SE,GENERAL,,XJHM,133 37
datastructure,MD:LEI_DATA(1.0),I,159558SD9I1KHJNRTP66,BALCHEN AS,NO,NO,GENERAL,,YI42,4015
datastructure,MD:LEI_DATA(1.0),I,159558SMX36VFG9IKD86,Ettrup H19 ApS,DK,DK,GENERAL,,H8VP,8000
datastructure,MD:LEI_DATA(1.0),I,1595591FNVMNJGGMCX86,Stumpp Holding GmbH,DE,DE,GENERAL,,2HBR,78333
datastructure,MD:LEI_DATA(1.0),I,159559AIRJTK5Q44LO95,Franz-Dürk-Stiftung,DE,DE,GENERAL,,V2YH,67146
datastructure,MD:LEI_DATA(1.0),I,159559S8IW9B86TFWJ20,EVI HOLDING AS,NO,NO,GENERAL,,YI42,4636
datastructure,MD:LEI_DATA(1.0),I,159559TKLDICIECREC97,JEIR HOLDING ApS,DK,DK,GENERAL,,H8VP,8700
datastructure,MD:LEI_DATA(1.0),I,15955ACXJ3D07UYDMB12,Gula Skolan Läkekonst Aktiebolag,SE,SE,GENERAL,,XJHM,589 64
datastructure,MD:LEI_DATA(1.0),I,15955AOXNVO4K91RHU15,AS SUKA,NO,NO,GENERAL,,YI42,5244
datastructure,MD:LEI_DATA(1.0),I,15955AQPOATURK553828,LIVSGLEDE AS,NO,NO,GENERAL,,YI42,5363
datastructure,MD:LEI_DATA(1.0),I,15955BGBXGKE1916UX35,JUHU Asset Holdings ApS,DK,DK,GENERAL,,H8VP,3250
datastructure,MD:LEI_DATA(1.0),I,15955BV7T0AJD2EF6F47,SUAB AS,NO,NO,GENERAL,,YI42,0558
datastructure,MD:LEI_DATA(1.0),I,15955BW5FN4NAG1JGA73,TRENG KAPITAL AS,NO,NO,GENERAL,,YI42,7540
datastructure,MD:LEI_DATA(1.0),I,15955C2HE34TEOH5W059,PRINCEPS AS,NO,NO,GENERAL,,YI42,0382
datastructure,MD:LEI_DATA(1.0),I,15955CA7DPR716VBI628,ACA Capital ApS,DK,DK,GENERAL,,H8VP,2635
datastructure,MD:LEI_DATA(1.0),I,15955CBEKF20A24DYF81,JARVANG AS,NO,NO,GENERAL,,YI42,0272
datastructure,MD:LEI_DATA(1.0),I,15955CLG5NJ10XW0OO39,EAIN Konsult AB,SE,SE,GENERAL,,XJHM,352 51
datastructure,MD:LEI_DATA(1.0),I,15955CQFOEVJ5M86F413,RAL 179 HOLDING AS,NO,NO,GENERAL,,YI42,1353
